,Unnamed: 0,filename,AttackType:Reconnaissance,AttackType:SocialEngineering,AttackType:Malware,AttackType:CredentialPhishing,Attacker Title,Urgency of the attack email,DateAndTime:Date,DateAndTime:time,Attacker Offering,AttackerLocation:Country,AttackerLocation:Region,AttackerLocation:City,AttackerLocation:Country From Content,Attacker Relationship,AttackerSentiment:polarity,AttackerSentiment:subjectivity,AttackerLanguageStyle:misspelling,AttackerLanguageStyle:randomCapital,Estimated Age,Attacker IP Known As Phisher,Total Deaths and Injuries,Total Damage,Disaster Count,GDP per capita,Internet Use,Age dependency,URL Label,URL Length,URL Classification,cosineCluster,ediCluster,jaccardCluster
1177,1177,2057.json,False,True,False,True,head,2,2005-12-28,21:37,Money,Hong Kong,Unknown,Unknown,Hong Kong,stranger,0.07,0.46,1,1,34.0,unknown,237562.0,6680.0,68.0,,,,,,,cluster 4,cluster 18,cluster 13
1178,1178,2058.json,True,True,False,True,head,2,2005-12-28,21:37,Money,Hong Kong,Unknown,Unknown,Hong Kong,stranger,0.07,0.46,1,1,34.0,unknown,237562.0,6680.0,68.0,,,,,,,cluster 4,cluster 51,cluster 4
1179,1179,2059.json,False,True,True,True,no title exist,2,2005-12-07,18:27,Money,Unknown,Unknown,Unknown,Unknown,stranger,0.15,0.35,2,1,29.0,unknown,237562.0,6680.0,68.0,,,,,short,Business,cluster 3,cluster 29,cluster 10
1180,1180,206.json,False,True,False,False,no title exist,2,2003-05-06,08:43,Money,Nigeria,Unknown,Unknown,Nigeria,stranger,0.15,0.54,2,1,32.0,unknown,96784.0,11282.3,82.0,1673.29,0.56,86.77,,,,cluster 3,cluster 17,cluster 2
1181,1181,2060.json,True,True,False,False,no title exist,1,2005-12-29,10:20,Money,Iraq,Unknown,Unknown,Iraq,stranger,0.17,0.47,1,1,34.0,unknown,237562.0,6680.0,68.0,3868.41,0.9,83.15,,,,cluster 2,cluster 9,cluster 13
1182,1182,2061.json,False,True,False,False,assistance,1,2005-12-29,10:38,Money,Senegal,Unknown,Unknown,Senegal,unknown,0.13,0.48,2,1,34.0,unknown,237562.0,6680.0,68.0,1237.21,4.79,88.55,,,,cluster 2,cluster 34,cluster 1
1183,1183,2062.json,True,False,False,False,no title exist,1,2005-12-30,09:42,Unknown,Nigeria,Unknown,Unknown,Nigeria,stranger,0.24,0.33,1,1,34.0,unknown,237562.0,6680.0,68.0,1848.19,3.55,86.62,,,,cluster 11,cluster 9,cluster 13
1184,1184,2063.json,True,True,True,False,head,2,2006-01-01,05:16,Money,Unknown,Unknown,Unknown,Unknown,stranger,0.1,0.43,1,1,33.0,unknown,48992.0,3372.0,72.0,,,,good,short,Arts,cluster 4,cluster 25,cluster 9
1185,1185,2064.json,True,False,False,False,wife,1,2006-01-01,17:06,Money,Kenya,Unknown,Unknown,Kenya,stranger,0.09,0.45,1,1,33.0,unknown,48992.0,3372.0,72.0,885.81,3.6,84.91,,,,cluster 4,cluster 9,cluster 3
1186,1186,2065.json,False,True,False,False,child,2,2006-01-03,15:43,Money,Senegal,Unknown,Unknown,Senegal,stranger,0.11,0.42,2,1,34.0,unknown,48992.0,3372.0,72.0,1235.13,5.61,88.27,,,,cluster 6,cluster 17,cluster 11
1187,1187,2066.json,True,False,False,True,son,1,2006-01-03,17:14,Service,Zimbabwe,Unknown,Unknown,Zimbabwe,stranger,0.1,0.48,1,1,33.0,unknown,48992.0,3372.0,72.0,931.57,2.4,79.69,,,,cluster 12,cluster 33,cluster 2
1188,1188,2067.json,True,False,True,False,no title exist,1,2006-01-04,16:22,Money,Turkey,Ankara,Ankara,Unknown,stranger,0.06,0.35,1,1,35.0,low,48992.0,3372.0,72.0,10340.07,18.24,53.84,good,short,Arts,cluster 2,cluster 28,cluster 13
1189,1189,2068.json,False,False,True,False,attorney,2,2006-01-04,19:26,Money,Nigeria,Unknown,Unknown,Nigeria,stranger,0.12,0.43,2,1,34.0,unknown,48992.0,3372.0,72.0,1909.67,5.55,87.11,,short,,cluster 10,cluster 9,cluster 13
1190,1190,2069.json,False,False,True,False,attorney,2,2006-01-04,19:26,Money,Nigeria,Unknown,Unknown,Nigeria,stranger,0.12,0.43,2,1,34.0,unknown,48992.0,3372.0,72.0,1909.67,5.55,87.11,,short,,cluster 10,cluster 9,cluster 13
1191,1191,207.json,True,False,True,True,son,1,2003-05-06,19:02,Money,Zimbabwe,Unknown,Unknown,Zimbabwe,stranger,0.16,0.46,1,1,34.0,unknown,96784.0,11282.3,82.0,1102.23,1.8,80.49,,short,,cluster 12,cluster 18,cluster 4
1192,1192,2070.json,True,False,False,False,son,1,2006-01-04,21:50,Money,Senegal,Unknown,Unknown,Senegal,friend of friend,0.04,0.47,1,1,32.0,unknown,48992.0,3372.0,72.0,1235.13,5.61,88.27,,,,cluster 13,cluster 11,cluster 11
1193,1193,2071.json,True,False,True,True,assistance,1,,,Money,Unknown,Unknown,Unknown,Unknown,stranger,0.14,0.46,3,3,34.0,unknown,,,,,,,,short,,cluster 14,cluster 41,cluster 15
1194,1194,2072.json,True,False,True,False,citizen,0,2006-01-05,13:04,Money,Unknown,Unknown,Unknown,Unknown,unknown,0.14,0.44,1,1,34.0,unknown,48992.0,3372.0,72.0,,,,,short,,cluster 10,cluster 26,cluster 17
1195,1195,2073.json,False,False,True,False,citizen,0,2006-01-05,13:04,Money,Unknown,Unknown,Unknown,Unknown,unknown,0.14,0.44,1,1,34.0,unknown,48992.0,3372.0,72.0,,,,,short,,cluster 10,cluster 25,cluster 8
1196,1196,2074.json,True,False,False,False,daughter,1,2006-01-06,09:59,Money,Senegal,Unknown,Unknown,Senegal,stranger,0.04,0.47,1,1,34.0,unknown,48992.0,3372.0,72.0,1235.13,5.61,88.27,,,,cluster 10,cluster 9,cluster 13
1197,1197,2075.json,True,False,False,False,director,2,2006-01-06,13:28,Money,Ghana,Unknown,Unknown,Ghana,stranger,0.16,0.44,1,1,33.0,unknown,48992.0,3372.0,72.0,1116.63,2.72,76.54,,,,cluster 8,cluster 9,cluster 3
1198,1198,2076.json,True,False,False,False,no title exist,1,2006-01-06,15:30,Service,Liberia,Unknown,Unknown,Liberia,stranger,0.14,0.42,1,1,33.0,unknown,48992.0,3372.0,72.0,457.7,0.03,86.37,,,,cluster 3,cluster 9,cluster 13
1199,1199,2077.json,False,True,True,True,national,2,2006-01-08,11:29,Money,Unknown,Unknown,Unknown,Unknown,stranger,0.16,0.47,2,1,34.0,unknown,48992.0,3372.0,72.0,,,,good,long,Arts,cluster 10,cluster 14,cluster 14
1200,1200,2078.json,False,True,True,True,national,2,2006-01-08,11:41,Money,Unknown,Unknown,Unknown,Unknown,stranger,0.16,0.47,2,1,34.0,unknown,48992.0,3372.0,72.0,,,,good,long,Arts,cluster 10,cluster 14,cluster 14
1201,1201,2079.json,True,False,True,False,no title exist,1,2006-01-08,16:33,Money,Australia,Queensland,Wumalgi,Unknown,stranger,0.06,0.35,1,1,34.0,low,48992.0,3372.0,72.0,49443.23,66.0,48.19,good,short,Arts,cluster 2,cluster 28,cluster 4
1202,1202,208.json,True,True,False,False,no title exist,2,2003-05-08,10:10,Money,Nigeria,Unknown,Unknown,Nigeria,stranger,0.13,0.52,2,1,35.0,unknown,96784.0,11282.3,82.0,1673.29,0.56,86.77,,,,cluster 11,cluster 11,cluster 11
1203,1203,2080.json,False,False,True,False,attorney,2,2006-01-10,11:29,Money,Nigeria,Unknown,Unknown,Nigeria,stranger,0.12,0.43,2,1,34.0,unknown,48992.0,3372.0,72.0,1909.67,5.55,87.11,,short,,cluster 10,cluster 9,cluster 13
1204,1204,2081.json,False,False,True,False,attorney,2,2006-01-10,11:29,Money,Nigeria,Unknown,Unknown,Nigeria,stranger,0.12,0.43,2,1,34.0,unknown,48992.0,3372.0,72.0,1909.67,5.55,87.11,,short,,cluster 10,cluster 9,cluster 13
1205,1205,2082.json,True,True,False,False,no title exist,2,2006-01-11,13:51,Money,Ghana,Unknown,Unknown,Ghana,stranger,0.07,0.36,2,2,34.0,unknown,48992.0,3372.0,72.0,1116.63,2.72,76.54,,,,cluster 11,cluster 33,cluster 11
1206,1206,2083.json,True,False,True,False,son,1,2006-01-12,20:49,Money,Guinea,Unknown,Unknown,Guinea,stranger,0.06,0.38,2,1,33.0,unknown,48992.0,3372.0,72.0,638.6,0.64,99.7,bad,short,Adult,cluster 12,cluster 4,cluster 14
1207,1207,2084.json,True,False,False,False,no title exist,2,2006-01-13,04:19,Money,Unknown,Unknown,Unknown,Unknown,stranger,0.28,0.42,1,1,33.0,unknown,48992.0,3372.0,72.0,,,,,,,cluster 3,cluster 53,cluster 17
1208,1208,2085.json,True,False,False,False,wife,1,2006-01-13,13:57,Money,Kenya,Unknown,Unknown,Kenya,stranger,0.1,0.45,1,1,35.0,unknown,48992.0,3372.0,72.0,885.81,3.6,84.91,,,,cluster 12,cluster 9,cluster 3
1209,1209,2086.json,True,True,False,False,no title exist,1,2006-01-12,08:28,Money,Thailand,Unknown,Unknown,Thailand,stranger,0.22,0.51,1,1,33.0,unknown,48992.0,3372.0,72.0,4525.96,17.16,40.45,,,,cluster 3,cluster 9,cluster 3
1210,1210,2087.json,True,True,False,False,no title exist,2,2006-01-13,16:45,Money,Unknown,Unknown,Unknown,Unknown,stranger,0.24,0.77,3,2,34.0,unknown,48992.0,3372.0,72.0,,,,,,,cluster 3,cluster 20,cluster 10
1211,1211,2088.json,True,False,False,False,wife,2,2006-01-13,19:09,Service,Liberia,Unknown,Unknown,Liberia,unknown,-0.03,0.49,2,1,29.0,unknown,48992.0,3372.0,72.0,457.7,0.03,86.37,,,,cluster 4,cluster 34,cluster 1
1212,1212,2089.json,False,False,True,False,citizen,1,,,Money,Bulgaria,Unknown,Unknown,Bulgaria,stranger,0.06,0.42,2,1,33.0,unknown,,,,,,,,short,Arts,cluster 3,cluster 45,cluster 7
1213,1213,209.json,True,False,True,True,son,2,2003-05-09,12:02,Money,Nigeria,Unknown,Unknown,Nigeria,stranger,0.1,0.4,2,1,33.0,unknown,96784.0,11282.3,82.0,1673.29,0.56,86.77,good,short,Arts,cluster 1,cluster 9,cluster 3
1214,1214,2090.json,False,False,True,False,citizen,1,,,Money,Bulgaria,Unknown,Unknown,Bulgaria,stranger,0.06,0.42,2,1,34.0,unknown,,,,,,,,short,Arts,cluster 3,cluster 47,cluster 15
1215,1215,2091.json,True,True,True,False,son,2,2006-01-14,03:59,Money,South Africa,Unknown,Unknown,South Africa,stranger,0.11,0.42,2,2,30.0,unknown,48992.0,3372.0,72.0,7017.71,7.61,54.24,,short,,cluster 1,cluster 11,cluster 3
1216,1216,2092.json,True,False,False,False,son,1,2006-01-14,11:12,Money,Senegal,Unknown,Unknown,Senegal,stranger,0.11,0.45,1,1,33.0,unknown,48992.0,3372.0,72.0,1235.13,5.61,88.27,,,,cluster 12,cluster 13,cluster 3
1217,1217,2093.json,True,True,False,True,no title exist,2,2006-01-14,12:42,Service,Senegal,Unknown,Unknown,Senegal,stranger,0.04,0.47,2,1,34.0,unknown,48992.0,3372.0,72.0,1235.13,5.61,88.27,,,,cluster 3,cluster 46,cluster 2
1218,1218,2094.json,True,False,False,False,no title exist,1,2006-01-14,15:44,Money,Unknown,Unknown,Unknown,Unknown,friend of friend,0.08,0.41,1,1,30.0,unknown,48992.0,3372.0,72.0,,,,,,,cluster 2,cluster 23,cluster 6
1219,1219,2095.json,False,False,False,False,no title exist,1,2006-01-14,15:44,Money,Unknown,Unknown,Unknown,Unknown,friend of friend,0.08,0.41,1,1,34.0,unknown,48992.0,3372.0,72.0,,,,,,,cluster 2,cluster 48,cluster 6
1220,1220,2096.json,True,True,True,False,no title exist,1,2006-01-16,13:00,Money,Liberia,Unknown,Unknown,Liberia,stranger,0.1,0.43,3,2,33.0,unknown,48992.0,3372.0,72.0,457.7,0.03,86.37,good,short,Arts,cluster 3,cluster 9,cluster 3
1221,1221,2097.json,False,True,True,False,no title exist,1,2006-01-16,13:00,Money,Liberia,Unknown,Unknown,Liberia,stranger,0.1,0.43,3,2,34.0,unknown,48992.0,3372.0,72.0,457.7,0.03,86.37,good,short,Arts,cluster 3,cluster 22,cluster 3
1222,1222,2098.json,True,True,False,False,no title exist,2,2006-01-16,13:19,Money,Nigeria,Unknown,Unknown,Nigeria,stranger,0.12,0.37,1,1,33.0,unknown,48992.0,3372.0,72.0,1909.67,5.55,87.11,,,,cluster 3,cluster 13,cluster 3
1223,1223,2099.json,True,True,False,False,no title exist,1,2006-01-16,20:18,Money,Senegal,Unknown,Unknown,Senegal,unknown,0.12,0.44,1,1,33.0,unknown,48992.0,3372.0,72.0,1235.13,5.61,88.27,,,,cluster 3,cluster 11,cluster 11
1224,1224,21.json,True,False,True,False,no title exist,0,,,Unknown,United States,Unknown,Unknown,United States,unknown,-0.51,0.57,3,2,33.0,unknown,,,,,,,,short,,cluster 3,cluster 24,cluster 17
1225,1225,210.json,True,False,False,False,engineer,2,2003-05-09,20:12,Money,South Africa,Unknown,Unknown,South Africa,stranger,0.14,0.39,1,2,34.0,unknown,96784.0,11282.3,82.0,6266.02,7.01,57.71,,,,cluster 8,cluster 11,cluster 3
1226,1226,2100.json,True,False,False,False,no title exist,2,2006-01-16,23:35,Money,Ghana,Unknown,Unknown,Ghana,stranger,0.07,0.46,2,1,33.0,unknown,48992.0,3372.0,72.0,1116.63,2.72,76.54,,,,cluster 11,cluster 9,cluster 3
1227,1227,2101.json,False,False,False,False,no title exist,2,2006-01-16,23:39,Money,Ghana,Unknown,Unknown,Ghana,stranger,0.07,0.46,2,1,33.0,unknown,48992.0,3372.0,72.0,1116.63,2.72,76.54,,,,cluster 11,cluster 3,cluster 11
1228,1228,2102.json,False,False,False,False,no title exist,0,2006-01-17,18:36,Money,Unknown,Unknown,Unknown,Unknown,stranger,0.1,0.43,2,3,33.0,unknown,48992.0,3372.0,72.0,,,,,,,cluster 3,cluster 6,cluster 10
1229,1229,2103.json,True,True,False,True,head,2,2006-01-17,21:45,Money,Morocco,Casablanca-Settat,Casablanca,Unknown,unknown,-0.04,0.38,2,1,34.0,low,48992.0,3372.0,72.0,2512.86,19.77,56.58,,,,cluster 19,cluster 62,cluster 16
1230,1230,2104.json,False,True,False,True,head,2,2006-01-17,21:45,Money,Morocco,Casablanca-Settat,Casablanca,Unknown,unknown,-0.04,0.38,2,1,34.0,low,48992.0,3372.0,72.0,2512.86,19.77,56.58,,,,cluster 19,cluster 54,cluster 20
1231,1231,2105.json,True,True,False,True,head,2,2006-01-17,21:47,Money,Morocco,Casablanca-Settat,Casablanca,Unknown,unknown,-0.04,0.38,2,1,34.0,low,48992.0,3372.0,72.0,2512.86,19.77,56.58,,,,cluster 19,cluster 62,cluster 16
1232,1232,2106.json,True,False,True,False,attorney,1,2006-01-18,13:54,Money,Kenya,Unknown,Unknown,Kenya,unknown,0.15,0.36,3,1,33.0,unknown,48992.0,3372.0,72.0,885.81,3.6,84.91,good,long,Adult,cluster 10,cluster 9,cluster 3
1233,1233,2107.json,True,False,True,False,no title exist,1,2006-01-18,13:13,Unknown,Unknown,Unknown,Unknown,Unknown,stranger,-0.03,0.43,1,1,34.0,unknown,48992.0,3372.0,72.0,,,,,long,,cluster 3,cluster 21,cluster 8
1234,1234,2108.json,False,False,True,False,no title exist,0,2006-01-19,07:29,Unknown,Liberia,Unknown,Unknown,Liberia,stranger,0.11,0.41,3,1,33.0,unknown,48992.0,3372.0,72.0,457.7,0.03,86.37,,short,,cluster 3,cluster 40,cluster 13
1235,1235,2109.json,True,True,False,False,no title exist,1,2006-01-19,08:35,Money,Ivory Coast,Unknown,Unknown,Ivory Coast,stranger,0.12,0.35,2,1,33.0,unknown,48992.0,3372.0,72.0,,,,,,,cluster 11,cluster 51,cluster 4
1236,1236,211.json,True,True,False,True,no title exist,2,2003-06-07,04:20,Money,Australia,Unknown,Unknown,Australia,stranger,0.08,0.44,2,1,34.0,unknown,96784.0,11282.3,82.0,46595.92,52.69,48.91,,,,cluster 11,cluster 30,cluster 11
1237,1237,2110.json,True,True,False,False,no title exist,2,2006-01-19,15:36,Money,United States,New York,Manhattan,Unknown,stranger,0.13,0.57,1,1,33.0,low,48992.0,3372.0,72.0,49405.77,68.93,49.7,,,,cluster 10,cluster 33,cluster 2
1238,1238,2111.json,True,False,False,False,no title exist,2,2006-01-19,17:53,Money,Mali,Unknown,Unknown,Mali,friend of friend,0.09,0.48,1,1,33.0,unknown,48992.0,3372.0,72.0,676.43,0.73,99.91,,,,cluster 10,cluster 13,cluster 3
1239,1239,2112.json,True,False,True,False,no title exist,1,2006-01-20,12:00,Money,Unknown,Unknown,Unknown,Unknown,stranger,0.09,0.42,1,1,33.0,unknown,48992.0,3372.0,72.0,,,,bad,short,,cluster 3,cluster 47,cluster 15
1240,1240,2113.json,True,True,True,False,auditor,2,2006-01-20,01:12,Money,Nigeria,Unknown,Unknown,Nigeria,stranger,0.14,0.43,2,1,33.0,unknown,48992.0,3372.0,72.0,1909.67,5.55,87.11,,short,,cluster 8,cluster 13,cluster 3
1241,1241,2114.json,True,False,True,False,no title exist,1,2006-01-20,12:00,Money,Unknown,Unknown,Unknown,Unknown,stranger,0.09,0.42,1,1,34.0,unknown,48992.0,3372.0,72.0,,,,bad,short,,cluster 3,cluster 41,cluster 5
1242,1242,2115.json,True,False,True,False,no title exist,1,2006-01-20,12:00,Money,Unknown,Unknown,Unknown,Unknown,stranger,0.09,0.42,1,1,33.0,unknown,48992.0,3372.0,72.0,,,,bad,short,,cluster 3,cluster 47,cluster 15
1243,1243,2116.json,False,True,True,True,director,1,2006-01-21,09:44,Money,Unknown,Unknown,Unknown,Unknown,stranger,0.13,0.42,2,2,34.0,unknown,48992.0,3372.0,72.0,,,,,long,,cluster 10,cluster 51,cluster 14
1244,1244,2117.json,True,False,True,False,treasurer,1,2006-01-20,21:16,Unknown,Unknown,Unknown,Unknown,Unknown,stranger,0.07,0.25,2,2,35.0,unknown,48992.0,3372.0,72.0,,,,,short,,cluster 2,cluster 20,cluster 10
1245,1245,2118.json,True,False,False,False,member,1,2006-01-22,13:00,Unknown,United States,Unknown,Unknown,United States,stranger,0.1,0.44,1,1,33.0,unknown,48992.0,3372.0,72.0,49405.77,68.93,49.7,,,,cluster 4,cluster 3,cluster 11
1246,1246,2119.json,True,False,True,True,manager,2,2006-01-22,16:07,Money,South Africa,Unknown,Unknown,South Africa,stranger,0.17,0.4,2,1,32.0,unknown,48992.0,3372.0,72.0,7017.71,7.61,54.24,good,short,Adult,cluster 9,cluster 18,cluster 13
1247,1247,212.json,False,True,False,True,native,2,2003-05-12,05:35,Money,South Africa,Unknown,Unknown,South Africa,stranger,0.11,0.44,1,1,34.0,unknown,96784.0,11282.3,82.0,6266.02,7.01,57.71,,,,cluster 6,cluster 17,cluster 2
1248,1248,2120.json,True,True,False,True,son,2,,,Money,Thailand,Unknown,Unknown,Thailand,stranger,0.09,0.42,2,2,34.0,unknown,,,,,,,,,,cluster 9,cluster 23,cluster 9
1249,1249,2121.json,True,True,True,False,no title exist,2,,,Money,Nigeria,Unknown,Unknown,Nigeria,stranger,0.15,0.42,2,1,34.0,unknown,,,,,,,bad,short,Computers,cluster 14,cluster 5,cluster 18
1250,1250,2122.json,True,True,False,False,no title exist,2,,,Money,Nigeria,Unknown,Unknown,Nigeria,unknown,0.17,0.4,3,3,34.0,unknown,,,,,,,,,,cluster 5,cluster 16,cluster 9
1251,1251,2123.json,False,False,False,False,no title exist,1,,,Service,Unknown,Unknown,Unknown,Unknown,stranger,0.16,0.49,1,1,34.0,unknown,,,,,,,,,,cluster 14,cluster 8,cluster 15
1252,1252,2124.json,True,False,False,False,no title exist,2,2006-01-24,17:01,Money,Iraq,Unknown,Unknown,Iraq,stranger,0.25,0.51,1,1,34.0,unknown,48992.0,3372.0,72.0,4179.73,0.95,83.09,,,,cluster 2,cluster 18,cluster 4
1253,1253,2125.json,True,False,True,False,no title exist,0,2006-02-26,10:45,Unknown,Liberia,Unknown,Unknown,Liberia,stranger,0.11,0.41,3,1,34.0,unknown,48992.0,3372.0,72.0,457.7,0.03,86.37,,short,,cluster 3,cluster 51,cluster 14
1254,1254,2126.json,True,True,True,False,officer,2,2006-01-25,07:27,Money,Ghana,Unknown,Unknown,Ghana,stranger,0.09,0.32,3,2,35.0,unknown,48992.0,3372.0,72.0,1116.63,2.72,76.54,good,long,Arts,cluster 9,cluster 30,cluster 2
1255,1255,2127.json,True,False,False,False,no title exist,1,,,Money,Ivory Coast,Unknown,Unknown,Ivory Coast,stranger,0.12,0.46,2,1,34.0,unknown,,,,,,,,,,cluster 7,cluster 45,cluster 7
1256,1256,2128.json,True,True,False,False,no title exist,2,2006-01-25,09:06,Money,Nigeria,Unknown,Unknown,Nigeria,stranger,0.17,0.4,3,2,33.0,unknown,48992.0,3372.0,72.0,1909.67,5.55,87.11,,,,cluster 3,cluster 2,cluster 2
1257,1257,2129.json,True,True,False,True,no title exist,2,2006-01-26,08:43,Money,Singapore,Unknown,Unknown,Singapore,stranger,0.13,0.48,1,1,34.0,unknown,48992.0,3372.0,72.0,42785.58,59.0,31.49,,,,cluster 11,cluster 13,cluster 3
1258,1258,213.json,True,True,False,True,son,2,2003-05-13,22:20,Money,Unknown,Unknown,Unknown,Unknown,stranger,0.14,0.51,2,2,33.0,unknown,96784.0,11282.3,82.0,,,,,,,cluster 12,cluster 18,cluster 13
1259,1259,2130.json,True,True,False,False,prince,1,2006-01-26,20:13,Money,Ghana,Unknown,Unknown,Ghana,stranger,-0.02,0.33,2,2,34.0,unknown,48992.0,3372.0,72.0,1116.63,2.72,76.54,,,,cluster 6,cluster 7,cluster 2
1260,1260,2131.json,False,False,False,True,director,1,2006-01-27,02:38,Money,Togo,Unknown,Unknown,Togo,friend of friend,0.11,0.43,1,2,33.0,unknown,48992.0,3372.0,72.0,516.78,2.0,83.75,,,,cluster 4,cluster 34,cluster 12
1261,1261,2132.json,True,False,False,True,son,1,2006-01-27,03:14,Money,Ghana,Unknown,Unknown,Ghana,stranger,0.16,0.48,1,1,34.0,unknown,48992.0,3372.0,72.0,1116.63,2.72,76.54,,,,cluster 1,cluster 22,cluster 3
1262,1262,2133.json,True,False,False,False,no title exist,1,2006-01-27,08:46,Money,Ivory Coast,Unknown,Unknown,Ivory Coast,stranger,0.09,0.58,2,1,32.0,unknown,48992.0,3372.0,72.0,,,,,,,cluster 11,cluster 36,cluster 14
1263,1263,2134.json,True,False,True,True,no title exist,1,2006-01-28,01:00,Money,Switzerland,Unknown,Unknown,Switzerland,stranger,0.18,0.56,2,1,32.0,unknown,48992.0,3372.0,72.0,72823.84,75.7,47.0,good,long,Adult,cluster 11,cluster 28,cluster 13
1264,1264,2135.json,True,False,False,False,no title exist,2,2006-01-28,01:47,Money,Israel,Central District,Petaẖ Tiqwa,Unknown,stranger,0.19,0.5,2,1,34.0,low,48992.0,3372.0,72.0,28571.13,27.88,60.59,,,,cluster 8,cluster 2,cluster 11
1265,1265,2136.json,True,True,False,True,manager,1,2006-01-28,05:14,Service,Ghana,Unknown,Unknown,Ghana,stranger,0.14,0.34,2,1,30.0,unknown,48992.0,3372.0,72.0,1116.63,2.72,76.54,,,,cluster 9,cluster 1,cluster 12
1266,1266,2137.json,True,False,False,False,no title exist,2,2006-01-28,11:32,Money,United Kingdom,England,Camden Town,Unknown,unknown,0.08,0.51,1,1,32.0,low,48992.0,3372.0,72.0,40798.07,68.82,51.37,,,,cluster 10,cluster 11,cluster 2
1267,1267,2138.json,True,False,True,False,no title exist,0,2006-01-28,12:00,Money,Côte d’Ivoire,Abidjan,Abidjan,Unknown,stranger,0.0,0.0,3,1,33.0,very high,48992.0,3372.0,72.0,,,,,short,,cluster 11,cluster 29,cluster 10
1268,1268,2139.json,True,False,False,False,son,2,,,Money,Ghana,Unknown,Unknown,Ghana,stranger,0.01,0.43,3,1,30.0,unknown,,,,,,,,,,cluster 9,cluster 26,cluster 8
1269,1269,214.json,False,False,False,False,no title exist,2,2003-05-14,08:13,Money,Unknown,Unknown,Unknown,Unknown,unknown,0.11,0.53,1,2,34.0,unknown,96784.0,11282.3,82.0,,,,,,,cluster 3,cluster 14,cluster 10
1270,1270,2140.json,True,False,True,False,son,2,2006-01-28,19:26,Money,Senegal,Unknown,Unknown,Senegal,stranger,0.12,0.41,2,1,34.0,unknown,48992.0,3372.0,72.0,1235.13,5.61,88.27,good,short,Arts,cluster 12,cluster 18,cluster 4
1271,1271,2141.json,True,False,False,True,daughter,0,,,Service,Ivory Coast,Unknown,Unknown,Ivory Coast,unknown,0.17,0.58,1,1,30.0,unknown,,,,,,,,,,cluster 2,cluster 25,cluster 9
1272,1272,2142.json,False,False,False,False,son,1,,,Money,Senegal,Unknown,Unknown,Senegal,stranger,0.17,0.41,2,1,33.0,unknown,,,,,,,,,,cluster 9,cluster 21,cluster 9
1273,1273,2143.json,True,True,False,False,member,1,2006-01-30,12:10,Money,United Kingdom,England,Bexley,Unknown,stranger,0.12,0.46,1,1,33.0,low,48992.0,3372.0,72.0,40798.07,68.82,51.37,,,,cluster 12,cluster 17,cluster 1
1274,1274,2144.json,True,True,True,False,wife,2,2006-01-30,12:27,Money,Ghana,Unknown,Unknown,Ghana,stranger,0.1,0.43,1,1,34.0,unknown,48992.0,3372.0,72.0,1116.63,2.72,76.54,good,long,Arts,cluster 12,cluster 18,cluster 13
1275,1275,2145.json,True,False,True,False,son,1,,,Money,Unknown,Unknown,Unknown,Unknown,stranger,0.21,0.5,3,1,34.0,unknown,,,,,,,good,short,Arts,cluster 8,cluster 64,cluster 18
1276,1276,2146.json,True,True,True,False,no title exist,2,2006-01-30,13:02,Money,United Kingdom,England,Islington,Unknown,unknown,0.0,0.47,2,2,35.0,low,48992.0,3372.0,72.0,40798.07,68.82,51.37,good,long,Adult,cluster 10,cluster 2,cluster 1
1277,1277,2147.json,True,True,True,False,attorney,2,2006-01-30,18:02,Money,Nigeria,Unknown,Unknown,Nigeria,stranger,0.05,0.45,2,2,35.0,unknown,48992.0,3372.0,72.0,1909.67,5.55,87.11,good,long,Adult,cluster 10,cluster 3,cluster 11
